dataset_id,n_patients,n_patients_level,median_survival_time,median_survival_time_level,censoring_rate,censoring_rate_level,max_follow_up_time,risk_table
exponential_medium_high_low_2_1,208,medium,26.138490667223763,high,0.03128876171933544,low,,"[208, 113, 63, 33, 21, 8, 5, 3, 2, 1]"
exponential_medium_high_low_3_0,214,medium,36.532353563938884,high,0.026963072565381982,low,,"[214, 143, 100, 56, 41, 21, 17, 8, 5, 2]"
exponential_medium_high_low_3_1,191,medium,37.63428697110662,high,0.04765671921168082,low,,"[191, 125, 87, 50, 34, 20, 13, 6, 4, 1]"
exponential_medium_high_low_4_0,139,medium,45.059368394677385,high,0.07068559278081518,low,,"[139, 67, 29, 20, 11, 8, 3, 2, 1, 1]"
exponential_medium_high_low_4_1,167,medium,29.58111287362486,high,0.07400365310440081,low,,"[167, 83, 34, 26, 14, 10, 2, 1, 1, 0]"
exponential_medium_high_low_5_0,244,medium,34.26540305032494,high,0.06199430130345542,low,,"[244, 141, 73, 30, 13, 7, 1, 1, 1, 0]"
exponential_medium_high_low_5_1,181,medium,24.08689821062195,high,0.06172419533200048,low,,"[181, 102, 54, 22, 10, 6, 2, 1, 1, 1]"
exponential_medium_high_low_6_0,221,medium,33.685330889678724,high,0.0207635717737922,low,,"[221, 134, 74, 42, 18, 9, 6, 5, 3, 1]"
exponential_medium_high_low_6_1,169,medium,50.667953759674944,high,0.08327602703650228,low,,"[169, 100, 55, 30, 13, 8, 6, 5, 4, 2]"
exponential_medium_high_low_7_0,156,medium,30.043862361054344,high,0.02762632254372847,low,,"[156, 92, 41, 22, 15, 7, 4, 3, 3, 1]"
exponential_medium_high_low_7_1,200,medium,39.35604637113198,high,0.08566876478951066,low,,"[200, 103, 53, 28, 17, 8, 5, 3, 3, 0]"
exponential_medium_high_low_8_0,150,medium,41.98718423503113,high,0.030191705430787284,low,,"[150, 73, 36, 19, 12, 8, 6, 4, 3, 1]"
exponential_medium_high_low_8_1,230,medium,37.204214416373105,high,0.0605203458722941,low,,"[230, 109, 60, 28, 18, 11, 6, 4, 3, 1]"
exponential_medium_high_low_9_0,186,medium,28.16426070286796,high,0.0736665039604655,low,,"[186, 99, 42, 27, 14, 6, 5, 2, 1, 0]"
exponential_medium_high_low_9_1,203,medium,31.044473177351318,high,0.06310057558992356,low,,"[203, 93, 42, 21, 11, 6, 3, 2, 1, 0]"
exponential_medium_high_medium_0_0,175,medium,28.510420201024054,high,0.3447812518744776,medium,,"[175, 81, 44, 28, 14, 7, 3, 1, 1, 1]"
exponential_medium_high_medium_0_1,194,medium,32.06403534008178,high,0.35658341444495706,medium,,"[194, 120, 70, 45, 30, 21, 13, 8, 3, 1]"
exponential_medium_high_medium_1_0,174,medium,30.510586119813702,high,0.29864654647924754,medium,,"[174, 54, 23, 8, 6, 3, 2, 1, 1, 1]"
exponential_medium_high_medium_1_1,187,medium,27.376127682249773,high,0.17762318890307188,medium,,"[187, 63, 27, 8, 5, 3, 2, 1, 1, 0]"
exponential_medium_high_medium_2_0,216,medium,38.74047336622375,high,0.24313691263805928,medium,,"[216, 109, 56, 34, 18, 9, 5, 2, 1, 1]"
exponential_medium_high_medium_2_1,240,medium,27.139378883245186,high,0.3149603253299486,medium,,"[240, 141, 93, 57, 35, 22, 14, 8, 4, 1]"
exponential_medium_high_medium_3_0,215,medium,37.06131319211851,high,0.3362764018798823,medium,,"[215, 123, 79, 44, 30, 13, 11, 5, 3, 1]"
exponential_medium_high_medium_3_1,166,medium,38.000161028491625,high,0.25023629014770343,medium,,"[166, 96, 63, 35, 28, 18, 13, 5, 5, 1]"
exponential_medium_high_medium_4_0,246,medium,44.043232780256176,high,0.3116644131796343,medium,,"[246, 107, 42, 28, 16, 9, 3, 2, 1, 1]"
exponential_medium_high_medium_4_1,209,medium,45.57312318953404,high,0.2709851300353329,medium,,"[209, 90, 40, 28, 15, 11, 3, 2, 1, 1]"
exponential_medium_high_medium_5_0,193,medium,40.76392481109006,high,0.34227026519750825,medium,,"[193, 94, 44, 16, 8, 4, 2, 1, 1, 1]"
exponential_medium_high_medium_5_1,226,medium,38.11420308846703,high,0.39500104703406375,medium,,"[226, 138, 95, 61, 40, 20, 11, 9, 6, 1]"
exponential_medium_high_medium_6_0,214,medium,29.767553330917597,high,0.35259260025004246,medium,,"[214, 122, 69, 40, 16, 9, 6, 4, 3, 1]"
exponential_medium_high_medium_6_1,208,medium,32.43757461816472,high,0.34200773204828405,medium,,"[208, 103, 55, 30, 16, 9, 5, 4, 2, 1]"
exponential_medium_high_medium_7_0,159,medium,35.15452053078094,high,0.26460565136740233,medium,,"[159, 76, 37, 20, 12, 4, 2, 1, 1, 0]"
exponential_medium_high_medium_7_1,138,medium,24.122631241647845,high,0.3734779470030598,medium,,"[138, 65, 29, 17, 11, 6, 4, 2, 2, 1]"
exponential_medium_high_medium_8_0,156,medium,31.312115575220425,high,0.2946066383221106,medium,,"[156, 69, 38, 17, 10, 6, 4, 4, 3, 1]"
exponential_medium_high_medium_8_1,196,medium,37.621452399489094,high,0.24840860037733242,medium,,"[196, 91, 47, 25, 12, 11, 5, 4, 3, 1]"
exponential_medium_high_medium_9_0,150,medium,41.16072998901914,high,0.2595691930731088,medium,,"[150, 63, 24, 12, 4, 2, 1, 1, 1, 1]"
exponential_medium_high_medium_9_1,174,medium,31.688176458663886,high,0.3468922350842955,medium,,"[174, 64, 32, 17, 7, 4, 3, 2, 1, 1]"
exponential_medium_high_high_0_0,170,medium,23.74423571740586,high,0.596575043360905,high,,"[170, 75, 42, 26, 11, 5, 2, 2, 1, 0]"
exponential_medium_high_high_0_1,157,medium,42.68714389579984,high,0.8202932291947767,high,,"[157, 72, 38, 26, 14, 7, 2, 2, 1, 1]"
exponential_medium_high_high_1_0,184,medium,37.411900640340754,high,0.7276527049507371,high,,"[184, 61, 23, 12, 5, 3, 2, 2, 2, 0]"
exponential_medium_high_high_1_1,205,medium,35.82882040115376,high,0.7733292273335366,high,,"[205, 60, 21, 8, 3, 2, 1, 1, 1, 1]"
exponential_medium_high_high_2_0,240,medium,29.412109722317453,high,0.7881937734755846,high,,"[240, 115, 64, 42, 25, 18, 12, 9, 2, 2]"
exponential_medium_high_high_2_1,206,medium,40.60297861235455,high,0.6203990476125345,high,,"[206, 85, 49, 22, 12, 9, 3, 3, 1, 1]"
exponential_medium_high_high_3_0,221,medium,46.05987564068953,high,0.6183235066196412,high,,"[221, 107, 64, 37, 24, 14, 12, 6, 3, 1]"
exponential_medium_high_high_3_1,236,medium,39.08489763133836,high,0.5552416937777509,high,,"[236, 129, 78, 46, 28, 15, 11, 9, 6, 2]"
exponential_medium_high_high_4_0,171,medium,36.669452269676206,high,0.6866296589789102,high,,"[171, 62, 17, 9, 7, 3, 1, 1, 1, 1]"
exponential_medium_high_high_4_1,205,medium,35.42088048617099,high,0.6129472401235054,high,,"[205, 84, 36, 23, 15, 11, 5, 2, 1, 1]"
exponential_medium_high_high_5_0,196,medium,31.126261754434175,high,0.7585291909051838,high,,"[196, 74, 31, 12, 3, 2, 1, 1, 1, 1]"
exponential_medium_high_high_5_1,197,medium,40.49941133114463,high,0.6825126172223868,high,,"[197, 98, 66, 40, 27, 15, 8, 5, 2, 1]"
exponential_medium_high_high_6_0,210,medium,29.98028837690424,high,0.6553454394177936,high,,"[210, 92, 50, 20, 10, 5, 4, 3, 2, 1]"
exponential_medium_high_high_6_1,253,medium,45.56375114475013,high,0.520991635648149,high,,"[253, 129, 63, 35, 17, 9, 6, 4, 2, 1]"
exponential_medium_high_high_7_0,210,medium,38.030330513123765,high,0.7587290748995318,high,,"[210, 84, 33, 15, 8, 4, 3, 1, 1, 1]"
exponential_medium_high_high_7_1,201,medium,38.128192306913526,high,0.6726791498400498,high,,"[201, 73, 35, 17, 8, 5, 3, 2, 1, 1]"
exponential_medium_high_high_8_0,170,medium,36.75907033561256,high,0.6031482210388334,high,,"[170, 69, 31, 17, 8, 4, 2, 2, 1, 1]"
exponential_medium_high_high_8_1,267,medium,24.182296208196536,high,0.6651538253460177,high,,"[267, 88, 36, 19, 12, 9, 3, 3, 2, 1]"
exponential_medium_high_high_9_0,240,medium,35.75235631441828,high,0.7238869873014669,high,,"[240, 95, 48, 31, 21, 14, 3, 3, 3, 1]"
exponential_medium_high_high_9_1,223,medium,38.06236779520573,high,0.5306779630528288,high,,"[223, 88, 41, 26, 15, 6, 3, 1, 1, 1]"
exponential_high_low_low_0_0,774,high,6.0451553506725055,low,0.04395868249644321,low,,"[774, 316, 127, 50, 19, 9, 5, 3, 2, 0]"
exponential_high_low_low_0_1,756,high,6.843248522800931,low,0.034248612105329444,low,,"[756, 311, 129, 51, 19, 8, 4, 2, 1, 0]"
exponential_high_low_low_1_0,804,high,3.9695878219164697,low,0.06484834965009396,low,,"[804, 387, 191, 90, 42, 24, 17, 10, 5, 0]"
exponential_high_low_low_1_1,858,high,6.229873162683312,low,0.04919464524148802,low,,"[858, 338, 141, 52, 26, 14, 9, 1, 1, 1]"
exponential_high_low_low_2_0,824,high,7.517009786129925,low,0.018042777461807886,low,,"[824, 453, 238, 131, 63, 39, 17, 7, 5, 2]"
exponential_high_low_low_2_1,747,high,7.701015103563636,low,0.05197730109589187,low,,"[747, 409, 216, 128, 67, 39, 14, 5, 3, 1]"
exponential_high_low_low_3_0,748,high,5.7684814503522714,low,0.058600393853244996,low,,"[748, 441, 281, 167, 109, 62, 41, 25, 10, 6, 2, 0]"
exponential_high_low_low_3_1,793,high,7.254038578021403,low,0.04836733198260148,low,,"[793, 426, 260, 140, 82, 48, 27, 13, 7, 2, 1]"
exponential_high_low_low_4_0,830,high,4.505868020153641,low,0.04567931024600289,low,,"[830, 324, 131, 54, 25, 6, 4, 2, 1, 1]"
exponential_high_low_low_4_1,840,high,7.582248143703153,low,0.013681347913385537,low,,"[840, 336, 139, 59, 26, 6, 4, 2, 1, 1]"
exponential_high_low_low_5_0,778,high,5.02615327849631,low,0.06407096269027708,low,,"[778, 437, 241, 127, 68, 33, 15, 7, 6, 3, 0]"
exponential_high_low_low_5_1,782,high,7.872323555046369,low,0.047463657523645224,low,,"[782, 408, 213, 105, 49, 22, 7, 6, 3, 0]"
exponential_high_low_low_6_0,818,high,7.364114228722967,low,0.032581195649378156,low,,"[818, 324, 135, 38, 16, 6, 2, 2, 2, 0]"
exponential_high_low_low_6_1,767,high,5.670380913786178,low,0.06916286321220093,low,,"[767, 347, 162, 56, 26, 12, 5, 2, 2, 2, 1]"
exponential_high_low_low_7_0,770,high,5.363110813624577,low,0.006928803153830307,low,,"[770, 352, 164, 64, 27, 14, 9, 4, 2, 1]"
exponential_high_low_low_7_1,834,high,4.5333418398568845,low,0.039285624258142054,low,,"[834, 384, 180, 72, 32, 15, 9, 6, 3, 1]"
exponential_high_low_low_8_0,817,high,5.867670859872587,low,0.0789113298514115,low,,"[817, 431, 222, 120, 65, 39, 19, 13, 7, 2, 0]"
exponential_high_low_low_8_1,736,high,6.09320298511331,low,0.05533052815348922,low,,"[736, 402, 217, 115, 70, 44, 24, 11, 8, 5, 1]"
exponential_high_low_low_9_0,773,high,5.987018279366911,low,0.07980514776988504,low,,"[773, 319, 139, 61, 25, 14, 6, 2, 1, 0]"
exponential_high_low_low_9_1,833,high,6.788366360646141,low,0.07101896384988506,low,,"[833, 390, 181, 91, 37, 20, 12, 6, 2, 1, 1]"
exponential_high_low_medium_0_0,783,high,8.227539333011348,low,0.2506198110671435,medium,,"[783, 300, 123, 48, 19, 10, 4, 4, 3, 2]"
exponential_high_low_medium_0_1,824,high,5.830492716765662,low,0.24626338798393146,medium,,"[824, 333, 139, 60, 24, 9, 5, 5, 3, 2]"
exponential_high_low_medium_1_0,757,high,7.231059227213032,low,0.28871794907510706,medium,,"[757, 329, 172, 74, 34, 20, 12, 6, 5, 1]"
exponential_high_low_medium_1_1,776,high,6.002484662416718,low,0.3403619630441811,medium,,"[776, 355, 199, 108, 53, 31, 19, 15, 8, 6, 3]"
exponential_high_low_medium_2_0,779,high,5.620082232198563,low,0.2933764662780607,medium,,"[779, 405, 221, 127, 68, 43, 22, 11, 5, 3, 1]"
exponential_high_low_medium_2_1,909,high,7.385107503640701,low,0.32302092498472157,medium,,"[909, 428, 225, 115, 63, 34, 18, 8, 5, 2]"
exponential_high_low_medium_3_0,782,high,6.3454941186076494,low,0.3059507275157228,medium,,"[782, 382, 209, 118, 71, 43, 21, 10, 6, 3, 1]"
exponential_high_low_medium_3_1,744,high,4.114902784020108,low,0.2006591243790155,medium,,"[744, 399, 251, 138, 89, 53, 33, 19, 7, 3, 0]"
exponential_high_low_medium_4_0,794,high,7.260274160242277,low,0.3113604848802256,medium,,"[794, 285, 117, 44, 23, 5, 4, 2, 1, 1]"
exponential_high_low_medium_4_1,715,high,6.424034725733457,low,0.30588735106393955,medium,,"[715, 248, 103, 46, 22, 6, 2, 2, 1, 1]"
exponential_high_low_medium_5_0,779,high,6.6556163123062895,low,0.30262918856687043,medium,,"[779, 403, 209, 110, 63, 33, 13, 5, 4, 2, 1]"
exponential_high_low_medium_5_1,803,high,6.693563058253103,low,0.29676013688476155,medium,,"[803, 360, 189, 88, 42, 16, 5, 3, 2, 0]"
exponential_high_low_medium_6_0,803,high,6.165668530245353,low,0.2463333702415893,medium,,"[803, 320, 130, 38, 14, 7, 3, 2, 2, 1]"
exponential_high_low_medium_6_1,829,high,5.89912877830236,low,0.2485781117772618,medium,,"[829, 310, 126, 39, 15, 5, 2, 2, 2, 1]"
exponential_high_low_medium_7_0,870,high,5.745705668934722,low,0.34312870341952256,medium,,"[870, 332, 155, 73, 30, 13, 7, 3, 1, 1]"
exponential_high_low_medium_7_1,799,high,6.940159286825403,low,0.21918623098157983,medium,,"[799, 322, 141, 51, 22, 12, 8, 5, 2, 1]"
exponential_high_low_medium_8_0,787,high,7.481163423175223,low,0.3527465677572538,medium,,"[787, 338, 151, 82, 42, 23, 10, 8, 3, 0]"
exponential_high_low_medium_8_1,798,high,6.714723800457968,low,0.32367450333942244,medium,,"[798, 351, 176, 87, 48, 26, 13, 9, 6, 2]"
exponential_high_low_medium_9_0,760,high,8.069522606597303,low,0.30567791049225906,medium,,"[760, 272, 124, 49, 18, 11, 5, 1, 1, 1]"
exponential_high_low_medium_9_1,864,high,4.572164400304884,low,0.2654996585013239,medium,,"[864, 339, 144, 63, 22, 13, 6, 2, 1, 1]"
exponential_high_low_high_0_0,817,high,5.535573158234154,low,0.6426590389743664,high,,"[817, 240, 90, 35, 14, 5, 3, 2, 1, 1]"
exponential_high_low_high_0_1,790,high,7.494278269161899,low,0.8310878723529749,high,,"[790, 298, 150, 83, 53, 30, 15, 10, 5, 3, 1]"
exponential_high_low_high_1_0,696,high,5.187662745013527,low,0.6386099467061734,high,,"[696, 169, 51, 16, 7, 4, 3, 1, 1, 1]"
exponential_high_low_high_1_1,818,high,6.064653355895065,low,0.6804099336082594,high,,"[818, 273, 120, 51, 29, 14, 11, 7, 4, 1]"
exponential_high_low_high_2_0,794,high,7.106471562905831,low,0.8550194218062237,high,,"[794, 239, 104, 39, 18, 6, 2, 1, 1, 0]"
exponential_high_low_high_2_1,854,high,4.87865148679026,low,0.6953685649411216,high,,"[854, 308, 135, 63, 24, 16, 9, 2, 1, 1]"
exponential_high_low_high_3_0,885,high,7.822241965722537,low,0.7032510161871545,high,,"[885, 337, 169, 88, 48, 28, 17, 7, 3, 0]"
exponential_high_low_high_3_1,861,high,4.692206657717874,low,0.6872381772304779,high,,"[861, 387, 211, 122, 76, 46, 26, 15, 9, 2, 1, 0]"
exponential_high_low_high_4_0,721,high,5.087280053765121,low,0.6665770672058677,high,,"[721, 282, 146, 77, 48, 27, 16, 10, 3, 2, 1]"
exponential_high_low_high_4_1,723,high,4.78804535733047,low,0.5425749372566971,high,,"[723, 217, 91, 39, 19, 7, 4, 2, 1, 1]"
exponential_high_low_high_5_0,813,high,6.0912036948037365,low,0.6941524010340964,high,,"[813, 300, 133, 66, 35, 14, 9, 3, 2, 0]"
exponential_high_low_high_5_1,739,high,7.98481304678835,low,0.6997687987818768,high,,"[739, 251, 113, 54, 26, 12, 5, 3, 1, 1]"
exponential_high_low_high_6_0,756,high,6.684306195835121,low,0.7511732502612517,high,,"[756, 214, 89, 23, 9, 5, 3, 2, 1, 1]"
exponential_high_low_high_6_1,772,high,5.173122505024091,low,0.582866664727249,high,,"[772, 331, 164, 82, 42, 19, 12, 6, 4, 1, 1, 0]"
exponential_high_low_high_7_0,839,high,8.041478816345485,low,0.8124425945010572,high,,"[839, 239, 99, 39, 18, 12, 4, 2, 2, 2]"
exponential_high_low_high_7_1,740,high,6.100162124553605,low,0.6599745986628407,high,,"[740, 272, 133, 63, 28, 14, 9, 5, 4, 1, 0]"
exponential_high_low_high_8_0,745,high,5.959344530214638,low,0.6281393314683431,high,,"[745, 333, 164, 92, 63, 35, 29, 16, 8, 4, 2, 0]"
exponential_high_low_high_8_1,830,high,5.851113277471605,low,0.6170938398317336,high,,"[830, 312, 152, 80, 35, 22, 10, 6, 2, 1]"
exponential_high_low_high_9_0,723,high,5.897155793445592,low,0.5299017558557702,high,,"[723, 244, 107, 44, 22, 12, 5, 3, 2, 1, 1]"
exponential_high_low_high_9_1,881,high,5.60622988877796,low,0.719745879043624,high,,"[881, 370, 183, 103, 58, 39, 17, 9, 6, 1]"
exponential_high_medium_low_0_0,768,high,11.218688890503284,medium,0.021489043552253336,low,,"[768, 338, 149, 59, 24, 10, 5, 4, 3, 2]"
exponential_high_medium_low_0_1,789,high,9.760639876987263,medium,0.024139282322571863,low,,"[789, 349, 157, 62, 26, 10, 5, 5, 3, 2]"
exponential_high_medium_low_1_0,811,high,12.937913809716331,medium,0.060191872780209675,low,,"[811, 314, 131, 48, 24, 13, 7, 1, 1, 1]"
exponential_high_medium_low_1_1,863,high,11.583375792156014,medium,0.0905556513567286,low,,"[863, 337, 130, 48, 22, 12, 8, 1, 1, 1]"
exponential_high_medium_low_2_0,652,high,15.243086809931317,medium,0.048971589846733554,low,,"[652, 345, 183, 100, 51, 24, 9, 4, 2, 1]"
exponential_high_medium_low_2_1,773,high,13.115199955084453,medium,0.06965919362008813,low,,"[773, 402, 209, 109, 59, 30, 13, 5, 3, 1]"
exponential_high_medium_low_3_0,903,high,10.378856634000222,medium,0.04327541759958162,low,,"[903, 482, 275, 145, 81, 48, 25, 10, 5, 1]"
exponential_high_medium_low_3_1,735,high,12.523002143894859,medium,0.06729377762120962,low,,"[735, 370, 215, 111, 63, 36, 17, 6, 3, 1]"
exponential_high_medium_low_4_0,847,high,15.059163642424355,medium,0.06181917054858073,low,,"[847, 328, 137, 58, 26, 6, 4, 2, 1, 1]"
exponential_high_medium_low_4_1,852,high,16.84451503818709,medium,0.03588857207965971,low,,"[852, 423, 209, 106, 53, 26, 10, 3, 2, 1]"
exponential_high_medium_low_5_0,771,high,14.40772426387024,medium,0.08404183085510876,low,,"[771, 418, 219, 109, 57, 30, 14, 7, 4, 2]"
exponential_high_medium_low_5_1,848,high,12.900323465472653,medium,0.04073381722742471,low,,"[848, 459, 244, 122, 66, 33, 12, 8, 4, 2]"
exponential_high_medium_low_6_0,793,high,11.101083581678742,medium,0.030062802147699283,low,,"[793, 340, 149, 44, 19, 7, 2, 2, 2, 1]"
exponential_high_medium_low_6_1,834,high,12.226177273632105,medium,0.06485526919478428,low,,"[834, 353, 159, 50, 21, 9, 4, 2, 2, 1]"
exponential_high_medium_low_7_0,872,high,8.280607489980213,medium,0.052379819957783104,low,,"[872, 396, 188, 76, 33, 15, 8, 6, 3, 1]"
exponential_high_medium_low_7_1,883,high,12.985416086390742,medium,0.044045832773112525,low,,"[883, 386, 179, 64, 28, 13, 8, 5, 2, 1]"
exponential_high_medium_low_8_0,766,high,14.264356056517421,medium,0.05479581403906452,low,,"[766, 396, 196, 107, 60, 29, 11, 8, 5, 1]"
exponential_high_medium_low_8_1,797,high,13.644351568965002,medium,0.01746650760585748,low,,"[797, 425, 214, 117, 62, 38, 15, 10, 6, 2]"
exponential_high_medium_low_9_0,732,high,10.681875023493681,medium,0.022897537207944765,low,,"[732, 325, 148, 64, 24, 14, 6, 2, 1, 1]"
exponential_high_medium_low_9_1,846,high,12.216715278336267,medium,0.026813909885445734,low,,"[846, 376, 169, 73, 30, 15, 7, 3, 1, 1]"
exponential_high_medium_medium_0_0,809,high,9.9439864554625,medium,0.2487676167197591,medium,,"[809, 291, 112, 43, 17, 7, 4, 3, 2, 0]"
exponential_high_medium_medium_0_1,853,high,10.236385413863172,medium,0.22838537611165838,medium,,"[853, 323, 130, 53, 17, 9, 5, 3, 2, 2]"
exponential_high_medium_medium_1_0,822,high,14.928598292533524,medium,0.2640652772808254,medium,,"[822, 277, 109, 40, 20, 10, 6, 1, 1, 1]"
exponential_high_medium_medium_1_1,724,high,12.720508606716143,medium,0.23914560226199164,medium,,"[724, 239, 94, 30, 13, 6, 4, 1, 1, 1]"
exponential_high_medium_medium_2_0,761,high,9.815844640116524,medium,0.20912217038311676,medium,,"[761, 368, 190, 99, 47, 30, 14, 6, 3, 2]"
exponential_high_medium_medium_2_1,813,high,9.016963332457316,medium,0.34281362867236187,medium,,"[813, 370, 185, 105, 56, 33, 13, 6, 4, 1]"
exponential_high_medium_medium_3_0,761,high,12.107011451304581,medium,0.25580246859250855,medium,,"[761, 355, 198, 108, 55, 27, 12, 6, 1, 1]"
exponential_high_medium_medium_3_1,905,high,11.031068541851926,medium,0.3440035428645215,medium,,"[905, 458, 270, 154, 101, 58, 35, 20, 9, 4, 0]"
exponential_high_medium_medium_4_0,875,high,14.197479659464644,medium,0.2865912303634532,medium,,"[875, 279, 119, 50, 21, 4, 2, 2, 1, 0]"
exponential_high_medium_medium_4_1,790,high,11.954850596417325,medium,0.2851839943060679,medium,,"[790, 347, 168, 90, 45, 21, 9, 3, 2, 1]"
exponential_high_medium_medium_5_0,832,high,11.112368164309235,medium,0.26984474786963053,medium,,"[832, 411, 213, 108, 54, 30, 14, 7, 6, 2]"
exponential_high_medium_medium_5_1,837,high,10.344800961899388,medium,0.2632601149831458,medium,,"[837, 390, 198, 99, 53, 25, 8, 6, 4, 1]"
exponential_high_medium_medium_6_0,677,high,11.595491279685826,medium,0.2536412465443213,medium,,"[677, 294, 134, 48, 22, 11, 4, 1, 1, 1]"
exponential_high_medium_medium_6_1,792,high,11.829131295793623,medium,0.39327897274419676,medium,,"[792, 395, 201, 103, 49, 24, 17, 8, 4, 2]"
exponential_high_medium_medium_7_0,888,high,10.311130795083463,medium,0.37089038870867497,medium,,"[888, 364, 174, 81, 36, 19, 12, 6, 3, 2]"
exponential_high_medium_medium_7_1,803,high,11.73100500822633,medium,0.2669129465194298,medium,,"[803, 320, 144, 55, 28, 14, 9, 6, 3, 1]"
exponential_high_medium_medium_8_0,760,high,12.612157770890587,medium,0.3593330705381965,medium,,"[760, 335, 164, 85, 46, 25, 10, 6, 4, 1]"
exponential_high_medium_medium_8_1,839,high,10.557764196844623,medium,0.2828527500841894,medium,,"[839, 397, 206, 114, 65, 41, 19, 14, 8, 2]"
exponential_high_medium_medium_9_0,790,high,11.834226025689837,medium,0.2759630770262911,medium,,"[790, 310, 133, 62, 24, 14, 7, 3, 2, 1]"
exponential_high_medium_medium_9_1,781,high,16.812594279231224,medium,0.26263842435717094,medium,,"[781, 289, 134, 58, 24, 14, 7, 3, 2, 1]"
exponential_high_medium_high_0_0,745,high,11.977981922950317,medium,0.6015961720353715,high,,"[745, 218, 83, 33, 16, 6, 4, 2, 1, 1]"
exponential_high_medium_high_0_1,906,high,14.96423884174506,medium,0.748414119279391,high,,"[906, 305, 144, 75, 40, 23, 11, 6, 2, 1]"
exponential_high_medium_high_1_0,752,high,12.125678998179588,medium,0.8922458293702477,high,,"[752, 251, 112, 53, 19, 12, 7, 4, 1, 0]"
exponential_high_medium_high_1_1,853,high,10.844888858830782,medium,0.7503335641106563,high,,"[853, 280, 119, 61, 21, 14, 8, 3, 3, 3]"
exponential_high_medium_high_2_0,827,high,15.995737725028178,medium,0.6602206496524586,high,,"[827, 277, 131, 63, 36, 18, 6, 4, 2, 1]"
exponential_high_medium_high_2_1,730,high,12.295533232104368,medium,0.6885985526244948,high,,"[730, 334, 191, 106, 57, 40, 26, 17, 6, 2]"
exponential_high_medium_high_3_0,748,high,11.991285650010369,medium,0.7440891542114682,high,,"[748, 288, 143, 82, 48, 23, 15, 7, 3, 1]"
exponential_high_medium_high_3_1,797,high,12.155798609675104,medium,0.661053415689176,high,,"[797, 323, 170, 91, 51, 29, 16, 9, 5, 2]"
exponential_high_medium_high_4_0,712,high,10.979561340743086,medium,0.7413323678506056,high,,"[712, 223, 106, 43, 24, 14, 5, 3, 1, 1]"
exponential_high_medium_high_4_1,763,high,12.023118379436916,medium,0.7064607427136983,high,,"[763, 182, 64, 26, 8, 3, 2, 2, 1, 1]"
exponential_high_medium_high_5_0,764,high,13.177672877580532,medium,0.6378384161449855,high,,"[764, 336, 181, 101, 51, 26, 15, 5, 1, 1]"
exponential_high_medium_high_5_1,746,high,12.805099814509273,medium,0.7006509261672094,high,,"[746, 261, 118, 56, 28, 14, 5, 4, 1, 1]"
exponential_high_medium_high_6_0,805,high,12.774612749004554,medium,0.6618393327913792,high,,"[805, 249, 89, 25, 10, 4, 2, 2, 1, 1]"
exponential_high_medium_high_6_1,672,high,15.041179375765825,medium,0.6589297079484383,high,,"[672, 241, 110, 50, 18, 7, 5, 2, 1, 1]"
exponential_high_medium_high_7_0,766,high,14.901149567487707,medium,0.7160204480091782,high,,"[766, 213, 88, 37, 15, 10, 6, 3, 2, 1]"
exponential_high_medium_high_7_1,749,high,11.68511182247763,medium,0.7887480032640671,high,,"[749, 238, 91, 45, 21, 11, 7, 3, 2, 0]"
exponential_high_medium_high_8_0,794,high,11.245715431783598,medium,0.7523046450824938,high,,"[794, 269, 121, 54, 31, 18, 8, 4, 2, 1]"
exponential_high_medium_high_8_1,776,high,14.156519633307273,medium,0.7709931730353508,high,,"[776, 304, 130, 61, 38, 19, 9, 5, 4, 2]"
exponential_high_medium_high_9_0,768,high,12.059798995233427,medium,0.5917280207903801,high,,"[768, 275, 123, 48, 30, 13, 9, 5, 1, 1]"
exponential_high_medium_high_9_1,783,high,12.422907822901246,medium,0.8269987053303017,high,,"[783, 273, 118, 56, 34, 17, 11, 7, 5, 2]"
exponential_high_high_low_0_0,895,high,24.987111673120168,high,0.03176161959982751,low,,"[895, 386, 154, 62, 21, 10, 5, 3, 2, 2]"
exponential_high_high_low_0_1,744,high,36.561993504096414,high,0.048662125505369414,low,,"[744, 313, 135, 52, 19, 8, 4, 2, 1, 1]"
exponential_high_high_low_1_0,848,high,34.88429111590333,high,0.041460941106846345,low,,"[848, 322, 132, 47, 24, 12, 6, 1, 1, 1]"
exponential_high_high_low_1_1,783,high,41.51114739889574,high,0.0672718089072385,low,,"[783, 297, 120, 41, 21, 11, 6, 1, 1, 1]"
exponential_high_high_low_2_0,773,high,31.337354719400114,high,0.09702000211627815,low,,"[773, 397, 208, 112, 57, 31, 13, 5, 3, 2]"
exponential_high_high_low_2_1,717,high,38.92717619393594,high,0.043493079077639496,low,,"[717, 373, 198, 103, 52, 26, 10, 5, 3, 1]"
exponential_high_high_low_3_0,807,high,32.78229457858119,high,0.03052796312321652,low,,"[807, 420, 233, 121, 65, 37, 16, 8, 3, 1]"
exponential_high_high_low_3_1,783,high,39.52212050430178,high,0.04929575896229142,low,,"[783, 402, 225, 118, 60, 33, 14, 7, 2, 1]"
exponential_high_high_low_4_0,849,high,42.272780722368445,high,0.05511339471502818,low,,"[849, 328, 135, 56, 24, 6, 4, 2, 1, 1]"
exponential_high_high_low_4_1,775,high,42.838045139300284,high,0.06475071373049335,low,,"[775, 297, 127, 53, 25, 6, 4, 2, 1, 1]"
